1,478
2,487
3,501
4,500
5,497
6,505
7,473
8,482
9,498
10,502
11,493
12,472
13,509
14,483
15,515
16,497
17,506
18,507
19,499
20,515
21,493
22,475
23,489
24,496
25,492
26,483
27,497
28,486
29,499
30,518
31,492
32,486
33,495
34,528
35,508
36,506
37,494
38,493
39,504
40,496
41,503
42,491
43,485
44,498
45,517
46,492
47,506
48,494
49,525
50,510
51,499
52,496
53,501
54,515
55,493
56,494
57,499
58,497
59,493
60,505
61,512
62,482
63,503
64,505
65,506
66,496
67,488
68,497
69,504
70,514
71,484
72,522
73,507
74,498
75,485
76,511
77,533
78,501
79,492
80,499
81,511
82,479
83,508
84,495
85,514
86,518
87,452
88,493
89,492
90,483
91,510
92,495
93,520
94,490
95,502
96,524
97,480
98,503
99,487
100,504
101,519
102,487
103,478
104,500
105,483
106,495
107,457
108,523
109,502
110,520
111,465
112,519
113,448
114,470
115,516
116,464
117,482
118,518
119,503
120,511
121,495
122,500
123,492
124,535
125,523
126,502
127,492
128,481
129,513
130,524
131,534
132,509
133,512
134,467
135,491
136,505
137,524
138,495
139,493
140,477
141,508
142,508
143,507
144,506
145,517
146,482
147,504
148,529
149,502
150,526
151,517
152,484
153,465
154,480
155,512
156,529
157,513
158,486
159,497
160,505
161,479
162,508
163,496
164,505
165,502
166,495
167,485
168,530
169,482
170,501
171,508
172,490
173,537
174,470
175,494
176,503
177,497
178,517
179,483
180,500
181,503
182,518
183,501
184,484
185,497
186,466
187,505
188,512
189,479
190,505
191,501
192,492
193,503
194,506
195,517
196,492
197,517
198,496
199,509
200,515
201,478
202,494
203,517
204,534
205,500
206,505
207,481
208,506
209,481
210,469
211,508
212,510
213,491
214,519
215,510
216,496
217,491
218,478
219,523
220,503
221,480
222,492
223,492
224,463
225,481
226,521
227,499
228,492
229,513
230,489
231,527
232,490
233,485
234,515
235,488
236,520
237,512
238,482
239,498
240,526
241,548
242,515
243,506
244,498
245,488
246,488
247,498
248,477
249,498
250,513
251,497
252,514
253,495
254,513
255,515
256,514
257,492
258,482
259,502
260,486
261,482
262,492
263,510
264,502
265,506
266,497
267,488
268,515
269,521
270,486
271,497
272,501
273,520
274,525
275,473
276,518
277,529
278,497
279,489
280,475
281,512
282,479
283,517
284,485
285,507
286,519
287,504
288,504
289,509
290,490
291,503
292,488
293,475
294,487
295,472
296,502
297,516
298,504
299,512
300,511
301,506
302,500
303,487
304,513
305,517
306,510
307,484
308,496
309,499
310,505
311,482
312,495
313,485
314,506
315,494
316,498
317,493
318,484
319,514
320,495
321,492
322,488
323,504
324,494
325,522
326,493
327,493
328,503
329,488
330,509
331,499
332,521
333,493
334,497
335,497
336,512
337,492
338,465
339,485
340,517
341,508
342,494
343,491
344,496
345,540
346,499
347,473
348,501
349,503
350,490
351,518
352,512
353,492
354,522
355,487
356,478
357,523
358,512
359,509
360,466
361,501
362,493
363,488
364,485
365,512
366,508
367,497
368,499
369,499
370,504
371,473
372,501
373,463
374,499
375,478
376,528
377,512
378,509
379,518
380,509
381,523
382,480
383,503
384,481
385,516
386,508
387,497
388,501
389,507
390,513
391,492
392,494
393,524
394,502
395,471
396,494
397,513
398,495
399,479
400,487
401,494
402,531
403,501
404,516
405,478
406,481
407,519
408,506
409,543
410,526
411,516
412,479
413,487
414,530
415,509
416,515
417,462
418,520
419,508
420,523
421,478
422,486
423,497
424,503
425,511
426,488
427,503
428,494
429,511
430,466
431,482
432,523
433,495
434,496
435,507
436,496
437,504
438,509
439,498
440,507
441,506
442,525
443,483
444,511
445,495
446,500
447,511
448,499
449,500
450,491
451,508
452,510
453,491
454,494
455,519
456,500
457,490
458,490
459,541
460,522
461,528
462,520
463,515
464,495
465,514
466,480
467,479
468,500
469,484
470,479
471,511
472,498
473,489
474,495
475,513
476,499
477,505
478,497
479,511
480,501
481,498
482,532
483,496
484,481
485,479
486,486
487,493
488,501
489,507
490,487
491,492
492,465
493,502
494,491
495,487
496,522
497,491
498,470
499,484
500,495
501,482
502,491
503,499
504,505
505,517
506,519
507,503
508,497
509,490
510,524
511,494
512,491
513,496
514,500
515,519
516,498
517,521
518,489
519,509
520,472
521,508
522,470
523,494
524,485
525,498
526,478
527,494
528,497
529,496
530,500
531,535
532,501
533,517
534,499
535,494
536,529
537,522
538,478
539,517
540,498
541,498
542,497
543,511
544,508
545,501
546,538
547,474
548,504
549,503
550,523
551,506
552,513
553,502
554,466
555,488
556,459
557,484
558,526
559,500
560,500
561,497
562,462
563,515
564,475
565,495
566,480
567,501
568,495
569,494
570,526
571,499
572,509
573,492
574,523
575,506
576,499
577,514
578,514
579,515
580,467
581,496
582,512
583,507
584,482
585,499
586,496
587,507
588,492
589,496
590,494
591,496
592,504
593,490
594,496
595,526
596,504
597,495
598,474
599,529
600,502
601,515
602,474
603,496
604,510
605,487
606,486
607,499
608,504
609,491
610,512
611,496
612,522
613,515
614,494
615,481
616,493
617,477
618,477
619,515
620,499
621,516
622,497
623,475
624,479
625,488
626,486
627,508
628,500
629,506
630,500
631,512
632,514
633,483
634,502
635,508
636,518
637,486
638,490
639,487
640,507
641,509
642,528
643,522
644,490
645,484
646,491
647,495
648,460
649,494
650,490
651,534
652,485
653,501
654,484
655,514
656,501
657,515
658,507
659,489
660,508
661,494
662,480
663,502
664,498
665,497
666,490
667,474
668,529
669,507
670,492
671,498
672,515
673,493
674,490
675,491
676,517
677,495
678,486
679,520
680,507
681,513
682,512
683,485
684,499
685,489
686,506
687,521
688,529
689,521
690,486
691,515
692,496
693,491
694,520
695,479
696,484
697,490
698,514
699,482
700,480
701,493
702,505
703,502
704,461
705,485
706,498
707,513
708,484
709,518
710,506
711,500
712,478
713,520
714,493
715,508
716,529
717,495
718,512
719,500
720,497
721,486
722,513
723,513
724,483
725,532
726,483
727,516
728,498
729,504
730,504
731,477
732,511
733,521
734,503
735,500
736,505
737,511
738,506
739,498
740,500
741,502
742,531
743,504
744,479
745,486
746,521
747,484
748,523
749,477
750,510
751,492
752,484
753,510
754,500
755,501
756,490
757,518
758,483
759,503
760,475
761,510
762,510
763,526
764,502
765,520
766,497
767,547
768,472
769,510
770,487
771,509
772,485
773,525
774,507
775,475
776,517
777,511
778,522
779,499
780,516
781,499
782,495
783,499
784,508
785,488
786,484
787,518
788,510
789,522
790,499
791,521
792,496
793,482
794,496
795,478
796,486
797,501
798,505
799,506
800,485
801,495
802,508
803,481
804,513
805,518
806,496
807,497
808,487
809,489
810,515
811,505
812,507
813,511
814,505
815,482
816,513
817,522
818,531
819,506
820,494
821,526
822,516
823,513
824,497
825,542
826,492
827,499
828,525
829,505
830,525
831,476
832,497
833,505
834,494
835,516
836,516
837,484
838,532
839,503
840,524
841,504
842,485
843,496
844,532
845,484
846,494
847,502
848,493
849,509
850,522
851,525
852,536
853,493
854,500
855,516
856,511
857,481
858,495
859,496
860,489
861,529
862,490
863,528
864,505
865,521
866,518
867,525
868,506
869,519
870,504
871,483
872,483
873,520
874,501
875,509
876,521
877,527
878,494
879,497
880,499
881,467
882,502
883,499
884,491
885,486
886,505
887,523
888,475
889,499
890,469
891,488
892,517
893,516
894,507
895,509
896,485
897,513
898,515
899,513
900,515
901,533
902,496
903,483
904,517
905,510
906,514
907,498
908,492
909,502
910,488
911,489
912,488
913,501
914,509
915,507
916,485
917,482
918,491
919,500
920,467
921,471
922,519
923,483
924,512
925,479
926,510
927,495
928,500
929,456
930,531
931,496
932,513
933,494
934,493
935,473
936,497
937,481
938,495
939,503
940,498
941,495
942,484
943,467
944,477
945,495
946,501
947,501
948,506
949,506
950,474
951,531
952,519
953,480
954,497
955,500
956,500
957,506
958,490
959,504
